,"Post-op Sz Freedom (Engel Ia, Ib; ILAE 1, 2)","Concordant Neurophys & Imaging (MRI, PET, SPECT)",sEEG (y) and/or ES (ES),Reference,Relevant Tot Sample,Tot Pt included,Reported Semiology,Semiology Category,Ground truth description,Lateralising,CL,IL,BL (Non-lateralising),DomH,NonDomH,Localising,Reported Localisation,TL,Anterior (temporal pole),Lateral Temporal,"STG (includes Transverse Temporal Gyrus, Both Planum)","Transverse Temporal Gyrus (Heschl's, BA 41,  42, ?opercula)",Planum Temporale,Planum Polare,MTG,ITG,Mesial Temporal,Ant Mesial Temporal,Post Mesial Temporal,Enthorinal Cortex,Fusiform,AMYGD,PARAHIPPOCAMPUS,HIPPOCAMPUS,Posterior Temporal,Basal (including Fusiform OTMG),OTMG (fusiform),FL,frontal pole,"Pre-frontal (BA 8, 9, 10, 11, 12, 13, 14, 24, 25, 32, 44, 45, 46, 47)","DL-PFC (BA 46) (include subgroups BA 9, 8, 10 - frontopolar/anterior prefrontal)",gyrus rectus (basal = gyrus rectus and OFC),"Orbito-frontal (BA 10, 11, 12/47) (basal = gyrus rectus and OFC)",Post OF,Lat OF,Med OF,Medial Frontal (include medial premotor and its constituents as its subsets),"Primary Motor Cortex (Pre-central gyrus, BA 4, Rolandic)",medial precentral,Rolandic Operculum (low BA4),SFG (F1),Med SFG,Post SFG,Ant SFG,MFG (F2),Ant MFG,Mid MFG,Post MFG,"IFG (F3)
(BA 44,45,47)","Pars orbitalis (subgroup of IFG)
(BA 47)",Pars Triangularis (subgroup IFG),"Pars opercularis (BA 44)(subgroup IFG, ?opercula)",Premotor frontal (posterior frontal),"Ant Premotor (BA 8, frontal-eye-fields)","Lateral Premotor
(BA 6)",Medial Premotor (including pre SMA),"SMA (pre-central gyrus; posterior SFG, MFG)",SSMA,CING,Cingulum (WM),"Ant Cing (frontal, genu)",Dorsal Ant Cing (BA 32),Middle Cingulate,Post Cing,Isthmus,PL,Primary Sensory Cortex (post-central gyrus),medial anterior parietal,Sup. pariet. lobule,Precuneus (medial post sup parietal lobule),Inferior Parietal Lobule,Supramarg gyrus (post part of parietal operculum),Angular gyrus (BA 39),parietal operculum (ceiling of secondary somatosensory cortex),OL,Mesial Occipital,Lingual gyrus  (medial and basal),Cuneus,"Lateral Occipital (SOG, IOG, LOG)",Posterior Occipital Gyrus,Superior Occipital Gyrus,INSULA,Ant Ins,Anterior Short Gyrus,Middle Short Gyrus,Post short gyrus,Precentral gyrus,Postcentral gyrus,Posterior long gyrus,Hypothalamus,Sub-Callosal Cortex,Cerebellum,Hemisphere,Vermis,FT,TO,TP,FTP,TPO Junction,PO,FP,Perisylvian,paper including paediatric  age group (0-17) or individual data from pt 0-17,paediatric subgroup <7 years (0-6 yrs) y/n,# tot pt in the paper,# pt excluded,# pt sz free post-surg,Cortical Stimulation (CS),Spontaneous Semiology (SS),Epilepsy Topology (ET),"Other factors (e.g. Abs, genetic mutations)",Year,Color,Labels,Priors,AGE,OTHER,SemioDict Key
1056,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Hand Twitching,Myoclonic (Hand),ES,10.0,,,,,,10.0,Motor symptom elicited by stimulation of the Rolandic area,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Myoclonic
1057,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Leg Twitching,Myoclonic (Leg),ES,6.0,,,,,,6.0,Motor symptom elicited by stimulation of the Rolandic area,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Myoclonic
1058,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Eye deviation,Version (Eye),ES,5.0,,,,,,5.0,Motor symptom elicited by stimulation of the Rolandic area,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,2.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Head Version
1059,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Mouth tingling,"Aura (Somatosensory, Mouth)",ES,,,,,,,11.0,Somatosensory symptom elicited by stimulation of the Rolandic area ,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,5.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Somatosensory
1060,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Hand Tingling,"Aura (Somatosensory, Hand)",ES,7.0,,,,,,7.0,Somatosensory symptom elicited by stimulation of the Rolandic area ,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,3.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Somatosensory
1061,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Leg Tingling,"Aura (Somatosensory, Leg)",ES,2.0,,,,,,2.0,Somatosensory symptom elicited by stimulation of the Rolandic area ,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Somatosensory
1062,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Eye deviation without reporting a visual perception,Version (Eye),ES,2.0,,,,,,2.0,Visual symptom elicited by stimulation of the occipital lobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Head Version
1063,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Phosphene,Simple Visual,ES,,,,,,,11.0,Visual symptom elicited by stimulation of the occipital lobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Visual - Elementary
1064,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Expressive Aphasia,Aphasia (Expressive),ES,10.0,,,,10.0,,10.0,Auditory or language symptom elicited by stimulation of the temporal and frontal lobes,5.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Aphasia
1065,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Receptive Aphasia,Aphasia (Receptive),ES,9.0,,,,9.0,,9.0,Auditory or language symptom elicited by stimulation of the temporal and frontal lobes,4.5,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Aphasia
1066,,,ES,"Kumar G, Juhasz C, Sood S, Asano E. Olfactory hallucinations elicited by electrical stimulation via subdural electrodes: effects of direct stimulation of olfactory bulb and tract. Epilepsy Behav 2012; 24(2): 264-8.",,,Hearing sounds,Aura (Auditory),ES,,,,,,,5.0,Auditory or language symptom elicited by stimulation of the temporal and frontal lobes,2.5,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,2012,#F27420,sEEG Only,Cortical Stimulation (CS),Paediatric (<7yrs),0.0,Auditory
1067,,y,,"Kutluay E, Passaro EA, Gomez-Hassan D, Beydoun A. Seizure semiology and neuroimaging findings in patients with midline spikes. Epilepsia 2001; 42(12): 1563-8.",35,6.0,Autonomic aura,Aura (autonomic),MRI-EEG concordance,,,,,,,1.0,"Cortical thickening in the right superior frontal gyrus (paramidline), spikes Cz > C4",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,29,0,,,y,,2001,#F27420,Concordance Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Autonomous-Vegetative
1068,,y,,"Kutluay E, Passaro EA, Gomez-Hassan D, Beydoun A. Seizure semiology and neuroimaging findings in patients with midline spikes. Epilepsia 2001; 42(12): 1563-8.",,,Automotor,Automotor,MRI-EEG concordance,,,,,,,1.0,"Few cortical asymmetries without signal abnormalities, most prominent in the left dorsolateral frontal lobe, Cz",,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,2001,#F27420,Concordance Only,Epilepsy Topology (ET),Paediatric (<7yrs),0.0,Automatism - Automotor Manual
1069,,y,,"Kutluay E, Passaro EA, Gomez-Hassan D, Beydoun A. Seizure semiology and neuroimaging findings in patients with midline spikes. Epilepsia 2001; 42(12): 1563-8.",,,Automotor,Automotor,MRI-EEG concordance,,,,,,,1.0,"Right frontal encephalomalacia, Fz > F3",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2001,#F27420,Concordance Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Automatism - Automotor Manual
1070,,y,,"Kutluay E, Passaro EA, Gomez-Hassan D, Beydoun A. Seizure semiology and neuroimaging findings in patients with midline spikes. Epilepsia 2001; 42(12): 1563-8.",,,Left arm clonic ,Clonic (Arm),MRI-EEG concordance,1.0,,,,,,1.0,"Right frontal encephalomalacia involving inferior frontal and orbitofrontal regions, Fz",,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,2001,#F27420,Concordance Only,Epilepsy Topology (ET),Paediatric (<7yrs),0.0,Clonic
1071,,y,,"Kutluay E, Passaro EA, Gomez-Hassan D, Beydoun A. Seizure semiology and neuroimaging findings in patients with midline spikes. Epilepsia 2001; 42(12): 1563-8.",,,Asymmetric tonic ,Asymmetric tonic,MRI-EEG concordance,1.0,,,,,,1.0,"Area of cortical asymmetry and blurring of the gray–white matter interface in the left SMA, Cz > C3, C4",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,2001,#F27420,Concordance Only,Epilepsy Topology (ET),Paediatric (<7yrs),0.0,Asymmetric Tonic
1072,,y,,"Kutluay E, Passaro EA, Gomez-Hassan D, Beydoun A. Seizure semiology and neuroimaging findings in patients with midline spikes. Epilepsia 2001; 42(12): 1563-8.",,,Visual aura,Simple Visual,MRI-EEG concordance,,,,,,,1.0,"Area of possible cortical thickening in the left middle frontal gyrus, Cz > C4",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2001,#F27420,Concordance Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Visual - Elementary
1073,,y,,"Kapur J, Pillai A, Henry TR. Psychogenic elaboration of simple partial seizures. Epilepsia 1995; 36(11): 1126-30.",3,3.0,epigastric sensation ,Aura (Epigastric),sEEG,,,,,,,1.0,right  hippocampal  electrographic seizure  activity,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0,0,,y,,,1954-2000,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Olfactory
1074,,y,,"Kapur J, Pillai A, Henry TR. Psychogenic elaboration of simple partial seizures. Epilepsia 1995; 36(11): 1126-30.",,,illusion of increased distance  from  her  visuual  and  auuditory  environment.,Aura (Psychic),sEEG,,,,,,,1.0,right  hippocampal  electrographic seizure  activity,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,1954-2000,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Psychic
1075,,y,,"Kapur J, Pillai A, Henry TR. Psychogenic elaboration of simple partial seizures. Epilepsia 1995; 36(11): 1126-30.",,,aura of  “difficult-to-describe”  dizzi- ness,Aura (cephalic),sEEG,,,,,,,1.0,exclusively left hippocampal electrographic sei- zure discharge,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,1954-2000,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Non-Specific Aura
1076,,y,,"Kapur J, Pillai A, Henry TR. Psychogenic elaboration of simple partial seizures. Epilepsia 1995; 36(11): 1126-30.",,,aura of deja-vu experience ,Aura (Psychic),sEEG,,,,,,,1.0,exclusively right hippocampal electrographic sei- zure discharge,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,1954-2000,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Psychic
1077,,y,,"Kapur J, Pillai A, Henry TR. Psychogenic elaboration of simple partial seizures. Epilepsia 1995; 36(11): 1126-30.",,,micropsia,Micropsia,sEEG,,,,,,,1.0,exclusively right hippocampal electrographic sei- zure discharge,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,1954-2000,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Visual - Elementary
1078,,y,,"Kasper BS, Kasper EM, Pauli E, Stefan H. Phenomenology of hallucinations, illusions, and delusions as part of seizure semiology. Epilepsy Behav 2010; 18(1-2): 13-23.",10,5.0," aura was a pleasant cutaneous sensation “as if
someone would wrap my body with a coat from behind.”",Aura (Somatosensory),concordance MRI - EEG ,,,,,,,1.0,"MRI revealed a left parietal lobe lesion near the temporoparietal junction, likely focal cortical dysplasia. EEG recordings showed left parietal
seizure patterns, with corresponding voltage maps (computed with Besa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,10.0,5,1,,y,,,2010,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,1.0,Somatosensory
1079,,y,,"Kasper BS, Kasper EM, Pauli E, Stefan H. Phenomenology of hallucinations, illusions, and delusions as part of seizure semiology. Epilepsy Behav 2010; 18(1-2): 13-23.",,," optic hallucinations, both elementary
(wonderful colors, fireworks of colored forms)",Simple Visual,concordance MRI - EEG ,,,,,,,1.0,left parieto-occipital cavernoma and  iatrogenic occipital lesion; long-term EEG confirmed a high frequency of recurrent left occipital seizures ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2010,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Visual - Elementary
1080,,y,,"Kasper BS, Kasper EM, Pauli E, Stefan H. Phenomenology of hallucinations, illusions, and delusions as part of seizure semiology. Epilepsy Behav 2010; 18(1-2): 13-23.",,,"and complex visuoscenic (seeing people and scenes from her work with great detail),
with which she was fascinated.",Complex Visual hallucinations,concordance MRI - EEG ,,,,,,,1.0,"""left parieto-occipital cavernoma and  iatrogenic occipital lesion; long-term EEG confirmed a high frequency of recurrent left occipital seizures """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2010,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Visual - Complex
1081,,y,,"Kasper BS, Kasper EM, Pauli E, Stefan H. Phenomenology of hallucinations, illusions, and delusions as part of seizure semiology. Epilepsy Behav 2010; 18(1-2): 13-23.",,, initial symptom—hearing voices—,Auditory Aura,concordance MRI - EEG ,,,,,,,1.0,"MRI demonstrated a
right temporal superior lesion next to Heschl's gyri; surgical removal revealed a ganglioglioma- She is seizure free.",1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2010,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Auditory
1082,,y,,"Kasper BS, Kasper EM, Pauli E, Stefan H. Phenomenology of hallucinations, illusions, and delusions as part of seizure semiology. Epilepsy Behav 2010; 18(1-2): 13-23.",,,"an initial
epigastric rising sensation ",Epigastric Aura,concordance MRI - EEG ,,,,,,,1.0,"MRI revealed the typical findings of mesial
temporal lobe epilepsy with right hippocampal sclerosis ",1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2010,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Olfactory
1083,,y,,"Kasper BS, Kasper EM, Pauli E, Stefan H. Phenomenology of hallucinations, illusions, and delusions as part of seizure semiology. Epilepsy Behav 2010; 18(1-2): 13-23.",,," hallucinatory experiences, which she described as the feeling of transforming into a male. This was not a mere “feeling” but a realistic experience affecting the impression of her voice and perception of her body features; females in the same
room seemed to be undergoing the same change",Psychic (sex change),concordance MRI - EEG ,,,,,,,1.0,"MRI revealed a right amygdaloid
neoplasm; the EEG showed concordant focal slowing with spikes.",1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2010,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Psychic
1084,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",14,14.0,"Epigastric aura, ",Epigastric aura,concordance MRI - EEG ,,,,,,,2.0,Left hippocampal sclerosis (HS)	Sharp-slow waves in left temporal area,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0,0,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Epigastric
1085,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,loss of consciousness ,LOC,concordance MRI - EEG ,,,,,,,2.0,Left hippocampal sclerosis (HS)	Sharp-slow waves in left temporal area,2.0,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,LOC
1086,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,and oral automatisms,Oral Automatisms,concordance MRI - EEG ,,,,,,,1.0,Left hippocampal sclerosis (HS)	Sharp-slow waves in left temporal area,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatisms - Oral
1087,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,"Epigastric aura, ",Epigastric aura,concordance MRI - EEG ,,,,,,,3.0,Right HS	Sharp-slow waves in right anterior temporal area,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Epigastric
1088,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,Automatisms,Automatisms (UL),concordance MRI - EEG ,,,,,,,3.0,Right HS	Sharp-slow waves in right anterior temporal area,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
1089,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,Automatisms,Automatisms (UL),concordance MRI - EEG ,,,,,,,1.0,Right HS	Sharp waves in right anterior temporal and midfrontal area,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
1090,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,"Epigastric aura, ",Epigastric aura,concordance MRI - EEG ,,,,,,,1.0,Left HS	Sharp waves in left anterior temporal area,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Epigastric
1091,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,Epigastric aura,Epigastric aura,concordance MRI - EEG ,,,,,,,1.0,Right HS	Right anterior temporal spike and wave discharges,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Epigastric
